plate,Well.Id,Channel,FlowJo,plateCore,Predict.PP,Gate.Score,MFI.Ratio
Plate 8774,B01,FL1-H,20,8.55,10.84,0.08,1.61
Plate 8774,B01,FL2-H,0,0.04,0.58,0.06,0.51
Plate 8774,B01,FL4-H,0,0.15,1.57,0.02,0.75
Plate 8774,B02,FL1-H,13,19.38,6,0.61,1.26
Plate 8774,B02,FL2-H,94,98.33,98.5,0.09,17.2
Plate 8774,B02,FL4-H,NA,0.08,1.87,0.01,0.8
Plate 8774,B03,FL1-H,26,23.05,11.32,0.45,1.64
Plate 8774,B03,FL2-H,0,2.91,6.27,0.01,1.29
Plate 8774,B03,FL4-H,0,0.36,2.03,0,0.83
Plate 8774,B04,FL1-H,10,0.13,3.55,-0.04,1.03
Plate 8774,B04,FL2-H,22,47.49,43.99,0.18,3.25
Plate 8774,B04,FL4-H,41,43.8,48.75,0.05,3.5
Plate 8774,B05,FL1-H,5,4.71,3.72,0.19,1.05
Plate 8774,B05,FL2-H,4,12.6,15.44,0.07,1.88
Plate 8774,B05,FL4-H,3,2.68,0.85,0.33,0.59
Plate 8774,B06,FL1-H,71,79.72,99.79,-3.64,36.32
Plate 8774,B06,FL2-H,16,66.43,65.01,0.15,4.5
Plate 8774,B06,FL4-H,36,55.16,58.24,0.07,4.04
Plate 8774,B07,FL1-H,38,40.45,21.12,0.53,2.17
Plate 8774,B07,FL2-H,59,76.2,97.11,-0.97,13.37
Plate 8774,B07,FL4-H,97,98.29,99.6,-0.09,28.48
Plate 8774,B08,FL1-H,58,56.09,99.39,-4.72,24.22
Plate 8774,B08,FL2-H,17,37.67,31.7,0.25,2.67
Plate 8774,B08,FL4-H,18,4.39,1.1,0.37,0.65
Plate 8774,B09,FL1-H,17,23.35,12.31,0.41,1.7
Plate 8774,B09,FL2-H,12,36.09,31.7,0.21,2.67
Plate 8774,B09,FL4-H,10,0.82,4.27,-0.01,1.1
Plate 8774,B10,FL1-H,16,11.97,4.27,0.46,1.1
Plate 8774,B10,FL2-H,0,0.71,1.21,0.11,0.68
Plate 8774,B10,FL4-H,0,0.09,1.76,0.01,0.78
Plate 8774,B11,FL1-H,0,0.54,2.28,0.06,0.87
Plate 8774,B11,FL2-H,0,0.36,2.75,-0.02,0.93
Plate 8774,B11,FL4-H,0,0,0.49,0.07,0.48
Plate 8774,B12,FL2-H,9,5.09,8.93,0.01,1.49
Plate 8774,B12,FL3-H,6,7.2,1.39,0.55,0.72
Plate 8774,B12,FL4-H,3,1.88,0.16,0.53,0.32
Plate 8774,C01,FL2-H,2,4.07,6.56,0.04,1.31
Plate 8774,C01,FL3-H,15,2.45,0.65,0.28,0.54
Plate 8774,C01,FL4-H,3,0.06,0.52,0.07,0.49
Plate 8774,C02,FL2-H,16,7.13,13.11,-0.03,1.75
Plate 8774,C02,FL3-H,99,99.92,99.99,0.14,147.94
Plate 8774,C02,FL4-H,20,62.05,60.54,0.16,4.19
Plate 8774,C03,FL2-H,27,87.61,86.84,0.16,7.25
Plate 8774,C03,FL3-H,15,2.78,1.64,0.22,0.76
Plate 8774,C03,FL4-H,15,19.78,16.74,0.21,1.95
Plate 8774,C04,FL2-H,18,71.07,67.15,0.2,4.66
Plate 8774,C04,FL3-H,0,4.41,8.74,-0.02,1.47
Plate 8774,C04,FL4-H,81,94.27,95.67,0.06,11.42
Plate 8774,C05,FL1-H,3,0.73,3.89,2.11E-05,1.07
Plate 8774,C05,FL2-H,39,57.68,55.3,0.18,3.86
Plate 8774,C05,FL4-H,31,18.24,26.3,-0.03,2.42
Plate 8774,C06,FL1-H,1,9.33,8.74,0.14,1.47
Plate 8774,C06,FL2-H,20,89.53,86,0.23,7.05
Plate 8774,C06,FL4-H,2,9.23,9.03,0.13,1.49
Plate 8774,C07,FL1-H,37,99.85,91.41,0.4,8.68
Plate 8774,C07,FL2-H,6,41.51,39.92,0.17,3.05
Plate 8774,C07,FL4-H,9,18.12,16.4,0.17,1.93
Plate 8774,C08,FL1-H,0,2.9,2.69,0.15,0.92
Plate 8774,C08,FL2-H,32,57.84,55.3,0.18,3.86
Plate 8774,C08,FL4-H,1,0.73,1.98,0.07,0.82
Plate 8774,C09,FL1-H,0,3.48,0.96,0.31,0.62
Plate 8774,C09,FL2-H,14,56.25,53.52,0.17,3.76
Plate 8774,C09,FL4-H,73,89.73,97.76,-0.33,14.76
Plate 8774,C10,FL1-H,3,12.81,3.89,0.54,1.07
Plate 8774,C10,FL2-H,66,96.4,96.52,0.11,12.44
Plate 8774,C10,FL4-H,0,0.02,0.26,0.09,0.38
Plate 8774,C11,FL1-H,16,20.37,15.13,0.25,1.86
Plate 8774,C11,FL2-H,14,21.86,20.73,0.16,2.15
Plate 8774,C11,FL4-H,6,7.44,0.47,0.96,0.47
Plate 8774,C12,FL1-H,11,5.4,7.17,0.06,1.36
Plate 8774,C12,FL2-H,3,2.03,6.27,-0.02,1.29
Plate 8774,C12,FL4-H,24,17.61,23.61,0.02,2.29
Plate 8774,D01,FL1-H,13,22.13,8.93,0.53,1.49
Plate 8774,D01,FL2-H,1,1.67,7.33,-0.05,1.37
Plate 8774,D01,FL4-H,6,4.77,1.05,0.47,0.64
Plate 8774,D02,FL1-H,0,0.02,0.79,0.05,0.58
Plate 8774,D02,FL2-H,13,49.04,47.55,0.16,3.43
Plate 8774,D02,FL4-H,14,0.42,2.82,-0.02,0.94
Plate 8774,D03,FL1-H,8,62.38,58.82,0.19,4.07
Plate 8774,D03,FL2-H,8,1.45,7.49,-0.08,1.38
Plate 8774,D03,FL4-H,0,0,0.76,0.05,0.57
Plate 8774,D04,FL1-H,2,12.69,11.08,0.18,1.63
Plate 8774,D04,FL2-H,0,2.91,7.83,-0.03,1.41
Plate 8774,D04,FL4-H,0,1.17,0.53,0.19,0.5
Plate 8774,D05,FL1-H,0,0.96,4.07,-0.01,1.08
Plate 8774,D05,FL2-H,1,5.28,2.23,0.29,0.86
Plate 8774,D05,FL4-H,52,71.54,97.68,-1.36,14.56
Plate 8774,D06,FL1-H,51,72.6,66.62,0.25,4.62
Plate 8774,D06,FL2-H,21,46,35.98,0.31,2.87
Plate 8774,D06,FL4-H,49,61.57,66.62,0.04,4.62
Plate 8774,D07,FL1-H,25,25.52,14.53,0.41,1.83
Plate 8774,D07,FL2-H,26,27.7,13.38,0.5,1.76
Plate 8774,D07,FL4-H,63,60.28,63.36,0.07,4.38
Plate 8774,D08,FL1-H,37,49.27,37.09,0.34,2.92
Plate 8774,D08,FL2-H,95,97.29,99.92,-0.75,51.6
Plate 8774,D08,FL4-H,36,17.03,19.2,0.08,2.07
Plate 8774,D09,FL1-H,0,0.19,1.94,0.01,0.81
Plate 8774,D09,FL2-H,5,0.97,5.73,-0.05,1.24
Plate 8774,D09,FL4-H,14,1.68,7.58,-0.05,1.39
Plate 8774,D10,FL1-H,13,10.35,5.6,0.3,1.23
Plate 8774,D10,FL2-H,8,20.79,19.57,0.16,2.09
Plate 8774,D10,FL4-H,5,4.88,12.18,-0.06,1.69
Plate 8774,D11,FL1-H,4,4.85,1.46,0.39,0.73
Plate 8774,D11,FL2-H,0,1.82,6.27,-0.02,1.29
Plate 8774,D11,FL4-H,9,5.62,0.21,1.22,0.35
Plate 8774,D12,FL1-H,48,60.14,98.84,-3.03,18.99
Plate 8774,D12,FL2-H,12,0.45,3.47,-0.03,1.02
Plate 8774,D12,FL4-H,24,22.61,4.52,0.91,1.13
Plate 8774,E01,FL1-H,16,4.66,1.72,0.35,0.78
Plate 8774,E01,FL2-H,10,7.15,13.11,-0.03,1.75
Plate 8774,E01,FL4-H,2,6.67,0.18,1.52,0.33
Plate 8774,E02,FL1-H,10,2,2.13,0.12,0.84
Plate 8774,E02,FL2-H,24,43.17,41.07,0.16,3.11
Plate 8774,E02,FL4-H,14,2.02,1.08,0.21,0.65
Plate 8774,E03,FL1-H,90,89.57,99.8,-1.78,36.98
Plate 8774,E03,FL2-H,33,41.06,38.78,0.17,3
Plate 8774,E03,FL4-H,99,99.81,100,0.13,193.82
Plate 8774,E04,FL1-H,57,71.29,91.69,-0.52,8.8
Plate 8774,E04,FL2-H,16,50.06,47.55,0.17,3.43
